## base_source

### 0 
pair, source_acc, target_acc, best_epoch, best_score, time, cur, peak
d2a, 0.949999988079071, 0.48758864402770996, 1, 2.5921866297721863, 1510, 3742409, 38338688
d2w, 0.949999988079071, 0.9622641801834106, 3, 3.2960122525691986, 532, 3518806, 28182551

### 2001

### 2002

## cdan

### 2000 
pair, source_acc, target_acc, best_epoch, best_score, time, cur, peak, lr, gamma
a2w, 0.8776595592498779, 0.7924528121948242, 29, 3.159290075302124, 769, 6638371, 42208383
a2d, 0.8758864998817444, 0.6600000262260437, 17, 3.1344601809978485, 499, 4492053, 40178043
w2a, 0.9937106966972351, 0.5141844153404236, 13, 2.823062002658844, 1315, 4637579, 39981820
w2d, 0.9937106966972351, 0.9900000095367432, 3, 3.3449851348996162, 230, 2780716, 29504563
d2a, 0.9599999785423279, 0.5478723645210266, 7, 2.87349471449852, 994, 5055044, 40318850
d2w, 0.9599999785423279, 0.955974817276001, 4, 3.3270468190312386, 277, 3523755, 29467567

### 2001
pair, source_acc, target_acc, best_epoch, best_score, time, cur, peak, lr, gamma
a2w, 0.881205677986145, 0.74842768907547, 35, 3.1626073122024536, 895, 6500967, 47018552
a2d, 0.8776595592498779, 0.6200000047683716, 21, 3.1093571186065674, 580, 5036253, 45591198
w2a, 0.9937106966972351, 0.5354610085487366, 6, 2.848246455192566, 922, 4085247, 45658867
w2d, 0.9874213933944702, 0.9800000190734863, 4, 3.3408221788704395, 236, 4232186, 31856576
d2a, 0.9700000286102295, 0.5070921778678894, 1, 2.8531100153923035, 637, 4052682, 41879158
d2w, 0.9599999785423279, 0.9496855139732361, 13, 3.3212512508034706, 448, 4361619, 48530528

### 2002

## end
